,P1==Winner
684,False
685,True
686,False
687,True
688,True
689,True
690,False
691,True
692,False
693,False
694,False
695,True
696,True
697,True
698,True
699,False
700,False
701,True
702,True
703,True
704,True
705,True
706,True
707,True
708,False
709,False
710,True
711,True
712,False
713,False
714,False
715,True
716,True
717,True
718,True
719,False
720,True
721,True
722,True
723,False
724,True
725,False
726,False
727,False
728,False
729,False
730,False
731,False
732,False
733,True
734,True
735,False
736,False
737,True
738,False
925,True
926,False
927,False
929,True
933,True
934,True
935,False
936,True
937,True
939,False
940,False
943,True
945,False
946,True
947,True
948,False
949,False
950,True
951,False
952,False
953,True
954,True
955,False
956,True
958,False
959,False
960,False
961,True
963,False
965,False
970,False
972,False
973,True
974,True
975,False
976,False
977,False
978,True
979,True
980,True
981,True
982,False
983,True
984,False
985,False
986,True
987,False
988,False
989,True
991,False
992,True
993,False
994,False
995,False
996,False
997,True
998,False
1000,False
1001,True
1003,False
1004,True
1005,False
1006,False
1007,True
1008,True
1009,True
1010,True
1011,False
1012,False
1013,True
1014,True
1015,True
1016,False
1017,True
1049,False
1050,True
1051,False
1052,False
1053,False
1054,False
1055,True
1056,True
1057,True
1058,True
1059,False
1060,False
1061,True
1062,False
1063,True
1064,False
1065,True
1066,True
1067,True
1068,True
1069,False
1070,True
1071,True
1072,False
1073,True
1074,True
1075,True
1076,True
1077,True
1078,False
1079,False
1080,False
1081,True
1082,True
1083,False
1084,False
1085,False
1086,False
1087,False
1088,False
1089,True
1090,False
1091,True
1092,False
1093,False
1094,True
1095,True
1096,False
1097,False
1098,True
1099,True
1100,True
1101,False
1102,False
1103,True
1104,False
1105,True
1106,True
1107,False
1108,False
1109,False
1110,True
1111,False
1112,True
1113,True
1114,False
1115,True
1116,True
1117,False
1118,True
1119,False
1120,True
1121,False
1122,True
1123,True
1124,False
1125,True
1126,True
1127,False
1128,False
1129,True
1130,False
1131,False
1132,True
1133,True
1134,True
1135,False
1136,True
1137,False
1138,True
1139,True
1140,False
1141,True
1142,True
1143,True
1144,True
1145,True
1146,True
1147,True
1148,False
1149,True
1150,False
1151,False
1152,False
1153,False
1154,True
1155,True
1156,False
1157,False
1158,False
1159,False
1160,False
1161,True
1162,False
1163,False
1164,False
1165,False
1166,False
1167,False
1168,False
1169,False
1170,False
1171,False
1172,False
1173,False
1174,False
1175,False
1176,True
1177,False
1178,False
1179,True
1180,True
1181,False
1182,True
1183,True
1184,True
1185,False
1186,False
1187,True
1188,True
1189,True
1190,True
1191,True
1192,False
1193,True
1194,True
1195,True
1196,False
1197,False
1198,False
1199,True
1200,False
1201,False
1202,True
1203,False
1204,False
1205,False
1206,False
1207,False
1208,False
1209,True
1210,True
1211,False
1212,True
1213,False
1214,False
1215,True
1216,True
1217,True
1218,True
1219,False
1220,False
1221,True
1222,True
1223,False
1224,True
1225,False
1226,False
1227,True
1228,True
1229,False
1230,False
1231,False
1232,False
1233,False
1234,True
1235,True
1236,True
1237,True
1238,False
1239,True
1240,True
1241,False
1242,True
1243,True
1244,True
1245,False
1246,True
1247,True
1248,False
1249,True
1250,True
1251,False
1252,True
1253,False
1254,False
1255,True
1256,False
1257,False
1258,False
1259,True
1260,False
1261,True
1262,False
1263,False
1264,False
1265,False
1266,False
1267,True
1268,True
1269,False
1270,True
1271,False
1272,False
1273,False
1274,True
1275,True
1276,False
1277,False
1278,True
1279,False
1280,True
1281,False
1282,True
1283,True
1284,False
1286,True
1287,False
1288,False
1289,False
1290,True
1291,False
1292,False
1293,False
1294,True
1295,False
1296,False
1297,False
1298,False
1299,True
1300,False
1301,False
1302,True
1303,True
1304,False
1305,False
1306,False
1307,False
1308,False
1309,True
1310,True
1311,True
1312,True
1313,False
1314,True
1316,False
1317,True
1318,True
1319,False
1320,False
1321,True
1322,False
1323,True
1324,True
1325,False
1326,True
1327,False
1328,False
1329,False
1330,True
1331,False
1332,False
1333,True
1334,False
1335,True
1336,False
1337,False
1338,True
1339,True
1340,False
1341,False
1342,True
1343,True
1344,True
1345,True
1347,False
1348,False
1349,True
1350,True
1351,True
1352,True
1353,False
1354,True
1355,True
1356,True
1357,True
1358,False
1359,False
1360,False
1361,False
1362,False
1363,True
1364,True
1365,False
1366,True
1367,True
1368,True
1369,True
1370,False
1371,True
1372,False
1373,False
1374,True
1375,False
1376,True
1377,True
1378,False
1379,True
1380,False
1381,False
1382,False
1383,True
1384,False
1385,False
1386,True
1387,False
1388,False
1389,False
1390,True
1391,False
1392,False
1393,False
1394,False
1395,True
1396,False
1397,False
1398,False
1399,False
1400,True
1401,False
1402,True
1403,True
1404,False
1405,True
1406,True
1407,True
1408,True
1409,False
1410,False
1411,True
1412,False
1413,False
1414,False
1415,False
1416,True
1417,True
1419,False
1420,False
1421,True
1422,False
1423,True
1424,False
1425,True
1426,True
1427,False
1428,False
1429,True
1430,True
1431,False
1432,True
1433,True
1434,False
1435,False
1436,False
1437,True
1438,False
1439,False
1440,False
1441,True
1442,False
1443,False
1444,False
1445,False
1446,False
1447,False
1448,True
1449,True
1450,False
1451,True
1452,True
1453,False
1454,False
1455,True
1456,False
1457,False
1458,True
1459,True
1460,False
1461,True
1462,True
1463,False
1464,True
1465,True
1466,True
1467,False
1468,True
1469,True
1656,True
1657,True
1658,False
1659,False
1660,True
1661,True
1663,True
1664,True
1665,False
1666,True
1667,True
1668,False
1669,False
1670,False
1671,True
1672,False
1674,True
1675,False
1676,True
1677,True
1678,True
1679,True
1680,False
1681,False
1682,False
1683,True
1684,True
1685,True
1686,True
1687,False
1688,False
1689,True
1690,False
1692,False
1693,True
1694,False
1695,False
1696,False
1699,False
1700,False
1701,False
1702,False
1703,False
1704,False
1705,True
1706,True
1707,True
1708,False
1709,False
1710,True
1711,True
1712,False
1713,False
1714,True
1715,False
1716,False
1717,True
1718,False
1719,False
1720,True
1722,False
1723,True
1724,False
1725,False
1726,True
1727,True
1728,True
1729,False
1730,True
1731,False
1732,False
1733,True
1734,False
1735,True
1736,False
1737,False
1738,True
1739,False
1740,True
1741,True
1742,True
1743,True
1744,True
1745,True
1746,True
1747,True
1748,True
1780,True
1781,False
1782,False
1784,False
1785,True
1786,False
1787,False
1789,False
1790,False
1791,True
1792,True
1793,True
1794,True
1795,False
1797,True
1798,False
1799,False
1800,True
1801,False
1802,True
1803,True
1804,False
1805,False
1806,False
1807,True
1808,False
1809,False
1810,True
1811,True
1812,False
1813,False
1814,False
1815,True
1816,False
1817,True
1818,True
1819,True
1821,True
1822,True
1823,False
1824,True
1825,True
1826,True
1827,False
1828,True
1829,True
1830,False
1831,True
1832,True
1833,False
1834,True
1835,False
1836,False
1837,True
1838,False
1839,False
1840,False
1841,False
1842,True
1843,True
1845,True
1846,False
1847,False
1848,False
1849,False
1850,False
1851,False
1852,False
1853,False
1854,True
1855,False
1856,True
1857,True
1858,False
1859,False
1860,True
1861,False
1862,True
1863,True
1864,False
1865,True
1866,False
1867,True
1868,False
1869,True
1870,True
1871,False
1872,False
1873,False
1874,True
1875,True
1876,True
1877,True
1878,False
1879,False
1880,False
1881,True
1883,False
1884,True
1885,False
1886,False
1887,False
1888,False
1889,False
1890,True
1891,False
1892,False
1893,False
1894,True
1895,False
1896,True
1897,True
1898,True
1899,True
1900,False
1901,True
1902,True
1903,False
1904,False
1905,True
1906,False
1907,True
1908,False
1909,True
1910,False
1911,False
1913,True
1914,True
1915,True
1916,True
1917,True
1918,False
1919,True
1920,True
1921,False
1922,True
1923,True
1924,True
1925,True
1926,True
1927,True
1928,True
1929,False
1930,True
1931,False
1932,False
1933,True
1934,False
1935,True
1936,True
1937,False
1938,False
1939,True
1940,False
1941,False
1942,False
1943,False
1945,True
1946,True
1947,True
1948,True
1949,False
1950,False
1951,True
1952,False
1953,False
1954,False
1955,False
1956,False
1957,False
1958,False
1959,False
1960,False
1961,False
1962,True
1963,False
1964,True
1965,False
1966,True
1967,True
1968,False
1969,True
1970,True
1971,False
1972,True
1973,True
1974,False
1975,True
1976,False
1977,True
1978,True
1979,True
1980,True
1981,True
1982,True
1983,True
1984,True
1985,True
1986,False
1987,True
1988,True
1989,True
1990,False
1991,True
1992,False
1993,False
1994,False
1995,True
1996,False
1997,False
1998,True
1999,True
2000,False
2001,True
2002,True
2003,True
2004,False
2005,False
2006,False
2007,False
2008,False
2009,True
2010,True
2011,False
2012,True
2013,False
2014,False
2015,False
2016,True
2017,False
2018,True
2019,True
2020,False
2021,True
2022,False
2023,True
2024,False
2025,False
2026,True
2027,True
2028,True
2029,False
2030,False
2031,True
2032,True
2033,False
2034,True
2035,True
2036,False
2037,False
2038,False
2039,True
2040,True
2041,False
2042,True
2043,False
2044,True
2045,True
2046,True
2047,True
2048,False
2049,True
2050,False
2051,True
2052,False
2053,True
2054,False
2056,False
2057,False
2058,False
2059,False
2060,True
2061,True
2062,False
2063,False
2065,True
2066,True
2067,True
2068,False
2069,True
2070,False
2071,True
2073,True
2074,True
2075,True
2077,False
2078,True
2080,False
2081,True
2082,False
2084,False
2085,False
2086,False
2087,True
2088,False
2089,False
2090,False
2091,True
2092,True
2093,False
2094,True
2095,False
2096,True
2097,False
2098,True
2099,True
2100,False
2101,True
2102,False
2103,False
2104,False
2105,False
2106,True
2107,True
2108,False
2109,False
2110,False
2111,True
2112,False
2113,True
2114,False
2115,False
2116,False
2117,False
2118,True
2119,False
2120,False
2121,False
2122,True
2123,False
2124,False
2125,False
2126,False
2128,True
2129,True
2130,False
2131,True
2132,False
2133,False
2134,False
2135,False
2136,True
2137,False
2138,False
2139,False
2140,True
2141,False
2142,True
2143,True
2144,False
2145,False
2146,True
2147,False
2148,False
2149,True
2150,False
2151,False
2152,False
2153,False
2154,False
2155,True
2156,False
2157,False
2158,False
2159,True
2160,False
2161,False
2162,True
2163,False
2164,False
2165,False
2166,True
2167,True
2168,True
2169,False
2170,False
2171,False
2172,False
2173,True
2174,True
2175,False
2176,True
2177,False
2178,False
2179,True
2180,True
2181,False
2182,True
2183,True
2184,False
2185,False
2186,True
2187,False
2188,True
2189,False
2190,True
2191,True
2192,True
2193,True
2194,False
2195,False
2196,True
2197,False
2199,True
2200,False
2201,True
2202,False
2203,False
2204,True
2205,True
2206,False
2207,False
2208,True
2209,True
2210,True
2211,False
2212,False
2213,True
2214,True
2215,True
2216,True
2217,True
2218,True
2219,True
2220,True
2221,True
2222,False
2223,False
2224,False
2225,False
2226,True
2227,True
2228,False
2229,False
2230,False
2231,True
2232,True
2233,True
2234,True
2235,False
2236,True
2237,False
2238,False
2239,False
2240,True
2241,True
2242,True
2243,True
2244,True
2432,False
2433,True
2434,True
2435,True
2436,False
2437,False
2438,False
2439,False
2440,False
2441,True
2442,True
2443,True
2444,False
2445,True
2446,False
2447,True
2448,False
2449,False
2450,False
2451,True
2452,True
2453,True
2454,True
2455,True
2456,True
2457,True
2458,False
2459,True
2460,True
2461,False
2462,True
2463,True
2464,False
2465,False
2466,False
2467,False
2468,False
2469,False
2470,True
2471,True
2472,True
2473,False
2474,False
2475,True
2476,True
2477,True
2478,False
2479,True
2480,False
2481,True
2482,False
2483,False
2484,True
2485,True
2487,True
2488,False
2490,False
2491,False
2492,True
2493,False
2494,False
2495,False
2496,False
2497,False
2498,True
2499,True
2500,True
2501,True
2502,True
2503,False
2504,True
2505,False
2506,True
2507,False
2508,False
2509,True
2510,True
2516,False
2517,True
2518,False
2519,True
2520,True
2521,False
2522,True
2523,False
2551,True
2552,True
2553,True
2554,False
2555,True
2556,True
2557,False
2558,False
2559,False
2560,False
2561,False
2562,False
2563,True
2564,False
2565,True
2566,False
2567,True
2568,False
2569,False
2570,False
2571,False
2572,False
2573,False
2574,False
2575,True
2576,False
2577,True
2578,True
2579,True
2580,True
2581,False
2582,False
2583,False
2584,True
2585,False
2586,False
2587,True
2588,False
2589,False
2590,False
2591,False
2592,False
2593,True
2594,False
2595,False
2596,True
2597,True
2598,True
2599,False
2600,True
2601,True
2602,False
2603,True
2604,False
2605,False
2606,False
2607,False
2608,True
2609,True
2610,True
2611,True
2612,False
2613,True
2614,False
2615,True
2616,True
2617,False
2618,False
2619,False
2620,True
2621,True
2622,False
2623,True
2624,True
2625,True
2626,False
2627,False
2628,False
2629,False
2630,False
2631,False
2632,False
2633,True
2634,True
2635,False
2636,True
2637,True
2638,True
2639,True
2640,True
2641,True
2642,False
2643,False
2644,False
2645,True
2646,False
2647,False
2648,True
2649,True
2650,False
2651,True
2652,True
2653,False
2654,False
2655,False
2656,False
2657,False
2658,False
2659,True
2660,False
2661,False
2662,True
2663,True
2664,False
2665,False
2666,False
2667,False
2668,False
2669,False
2670,False
2671,True
2672,True
2673,False
2674,True
2675,True
2676,False
2677,True
2678,True
2679,False
2680,False
2681,True
2682,False
2683,True
2684,True
2685,True
2686,True
2687,True
2688,True
2689,False
2690,False
2691,False
2692,True
2693,True
2694,False
2695,True
2696,False
2697,False
2698,False
2699,True
2700,True
2701,True
2702,False
2703,False
2704,True
2705,True
2706,False
2707,False
2708,True
2709,False
2710,True
2711,True
2712,False
2713,False
2714,True
2715,True
2716,True
2717,True
2718,False
2719,False
2720,True
2721,False
2722,True
2723,False
2724,True
2725,False
2726,True
2727,False
2728,True
2729,False
2730,True
2731,True
2732,True
2733,True
2734,False
2735,True
2736,True
2737,False
2738,True
2739,True
2740,False
2741,False
2742,True
2743,True
2744,True
2745,True
2746,True
2747,False
2748,True
2749,False
2750,True
2752,True
2753,True
2754,False
2755,True
2756,True
2757,False
2758,False
2759,True
2760,True
2761,False
2762,True
2763,False
2764,True
2765,False
2766,True
2767,True
2768,False
2769,True
2770,False
2771,False
2773,False
2775,True
2776,False
2777,True
2778,True
2779,False
2780,True
2781,False
2782,True
2783,True
2784,True
2785,False
2786,False
2787,True
2788,True
2789,False
2790,True
2791,True
2792,True
2793,False
2794,False
2795,True
2796,False
2797,True
2798,True
2799,True
2800,True
2801,False
2802,True
2803,True
2804,True
2805,True
2806,False
2807,False
2808,True
2809,True
2810,False
2811,False
2812,True
2813,True
2814,True
2815,False
2816,False
2817,False
2818,True
2819,True
2820,False
2821,False
2822,False
2823,False
2824,False
2825,True
2826,False
2827,True
2828,True
2829,True
2830,True
2831,False
2832,True
2833,True
2834,True
2835,False
2836,False
2837,True
2838,True
2839,False
2840,False
2841,True
2842,True
2843,False
2844,False
2845,False
2846,False
2847,True
2848,True
2849,False
2850,True
2851,False
2852,True
2853,False
2854,False
2855,False
2856,False
2857,False
2858,True
2859,True
2860,False
2861,False
2862,False
2863,False
2864,False
2865,True
2866,True
2867,False
2868,True
2869,False
2870,False
2872,True
2873,False
2874,True
2875,True
2876,True
2877,False
2878,True
2879,False
2880,False
2881,True
2882,False
2883,False
2884,True
2885,False
2886,False
2887,False
2888,False
2889,True
2890,True
2891,False
2892,True
2893,True
2894,False
2895,False
2896,False
2897,True
2898,False
2899,True
2900,False
2901,True
2902,True
2903,False
2904,True
2905,True
2906,False
2907,True
2908,False
2909,False
2910,False
2911,True
2912,True
2913,True
2914,True
2915,False
2916,True
2917,False
2918,True
2919,False
2920,False
2921,False
2922,True
2923,True
2924,True
2925,True
2926,True
2927,False
2928,True
2929,True
2930,True
2931,True
2932,True
2933,True
2934,False
2935,False
2936,False
2937,True
2938,True
2939,False
2940,True
2941,True
2942,True
2943,False
2944,True
2945,False
2946,False
2947,False
2948,False
2949,True
2950,True
2951,False
2952,True
2953,False
2954,False
2956,True
2957,False
2958,True
2959,True
2960,False
2961,False
2962,False
2963,True
2964,False
2965,False
2966,True
2967,True
2968,False
2969,False
2970,False
2971,False
2972,True
2973,True
2974,True
2975,False
2976,False
2977,False
2978,True
2979,True
2980,True
2981,True
2982,False
2983,False
2984,False
2985,False
2986,True
2987,True
2988,False
2989,False
2990,True
2991,False
2992,True
2993,True
2994,True
2995,False
2996,True
2997,False
2998,False
3000,False
3001,True
3002,False
3003,True
3004,False
3005,False
3007,False
3008,True
3009,True
3010,True
3011,False
3012,False
3013,False
3014,False
3015,True
3016,True
3017,False
3018,False
3019,False
3020,False
3021,False
3022,True
3023,True
3024,True
3025,True
3026,False
3027,False
3028,True
3029,True
3030,True
3031,False
3032,False
3033,False
3034,False
3035,True
3036,True
3037,True
3038,True
3039,True
3040,False
3041,True
3042,False
3043,True
3044,True
3045,False
3046,False
3047,True
3048,True
3049,True
3050,True
3051,False
3052,False
3053,False
3054,True
3055,True
3056,True
3057,True
3058,True
3059,True
3060,False
3061,True
3062,False
3063,True
3064,False
3065,False
3066,False
3067,False
3068,True
3069,True
3070,False
3071,False
3072,True
3073,True
3074,False
3075,False
3076,True
3077,False
3078,True
3079,False
3080,True
3081,False
3082,True
3083,True
3270,True
3271,True
3272,True
3273,False
3274,False
3275,True
3276,False
3277,False
3278,False
3279,True
3280,True
3281,False
3282,False
3283,True
3284,False
3285,True
3286,True
3287,False
3288,False
3289,True
3290,False
3291,True
3292,False
3293,False
3294,False
3295,False
3296,True
3298,False
3299,True
3300,True
3302,True
3303,True
3305,False
3306,True
3308,False
3309,True
3310,False
3311,False
3312,True
3313,False
3314,True
3315,False
3316,True
3317,False
3318,False
3319,True
3320,False
3321,True
3322,True
3323,True
3324,True
3325,False
3326,False
3327,False
3328,True
3329,True
3330,True
3331,False
3332,True
3333,False
3334,False
3335,True
3336,False
3337,True
3338,False
3339,False
3340,False
3341,True
3342,True
3344,False
3345,True
3346,True
3347,False
3348,True
3349,True
3350,False
3351,True
3352,False
3353,True
3354,False
3355,False
3356,True
3357,False
3358,True
3359,True
3360,True
3361,True
3362,True
3390,True
3391,False
3392,False
3393,True
3394,False
3395,True
3396,True
3397,False
3398,False
3399,False
3400,False
3401,True
3402,False
3403,False
3404,True
3405,True
3406,False
3408,True
3409,True
3410,False
3411,False
3412,True
3413,False
3414,False
3415,True
3416,True
3417,True
3418,False
3419,False
3420,False
3421,False
3422,False
3423,False
3424,False
3425,True
3426,False
3427,False
3428,True
3429,False
3430,False
3431,False
3432,False
3434,False
3435,False
3436,False
3437,False
3438,True
3439,True
3440,True
3441,True
3442,False
3443,True
3445,False
3446,True
3447,True
3448,True
3449,True
3450,True
3451,False
3452,True
3453,True
3454,True
3455,False
3456,True
3457,True
3458,True
3459,False
3460,True
3461,False
3462,False
3463,True
3464,True
3465,True
3466,False
3467,False
3468,True
3469,True
3470,False
3471,True
3472,True
3473,False
3474,False
3475,True
3476,False
3477,True
3478,True
3479,True
3480,False
3481,False
3482,False
3483,False
3484,False
3485,False
3486,False
3487,True
3488,False
3489,False
3490,True
3491,True
3492,False
3493,True
3494,False
3495,False
3496,True
3497,False
3498,True
3499,False
3500,False
3501,True
3502,False
3503,False
3504,False
3505,True
3506,False
3507,True
3508,True
3509,False
3510,True
3511,False
3512,True
3513,True
3514,True
3515,False
3516,False
3517,True
3518,True
3519,False
3520,False
3521,False
3522,True
3523,False
3524,False
3525,False
3526,True
3527,False
3528,True
3529,False
3530,True
3531,False
3532,True
3533,False
3534,False
3535,True
3536,True
3537,True
3538,False
3539,False
3540,True
3541,True
3542,True
3543,True
3544,True
3545,False
3546,False
3547,False
3548,True
3549,True
3550,True
3551,False
3552,True
3553,True
3554,False
3555,True
3556,True
3557,True
3558,True
3559,False
3560,False
3561,False
3562,True
3563,False
3564,True
3565,True
3566,True
3567,False
3568,True
3569,True
3570,True
3571,True
3572,True
3573,True
3574,False
3575,False
3576,True
3577,False
3578,False
3579,False
3580,True
3581,False
3582,False
3583,False
3584,True
3585,True
3586,False
3587,False
3588,True
3589,False
3591,False
3592,False
3593,True
3594,False
3595,False
3596,True
3597,False
3598,True
3599,True
3600,True
3601,False
3602,False
3603,False
3604,False
3605,True
3606,True
3607,False
3608,False
3609,True
3610,True
3611,False
3612,False
3613,True
3614,True
3615,False
3616,True
3617,False
3618,True
3619,True
3620,False
3621,True
3622,True
3623,True
3624,True
3625,False
3626,False
3627,True
3628,True
3629,True
3630,True
3631,False
3632,True
3633,True
3634,True
3635,False
3636,False
3637,False
3639,False
3640,True
3641,False
3642,True
3643,False
3644,False
3645,False
3646,True
3647,False
3648,False
3649,True
3650,False
3651,True
3652,True
3653,True
3654,True
3655,False
3656,True
3657,True
3658,False
3659,True
3660,False
3661,False
3662,False
3663,False
3664,False
3666,False
3668,False
3669,False
3670,False
3671,False
3672,False
3673,False
3674,True
3675,True
3676,False
3677,True
3678,False
3679,True
3680,True
3681,True
3682,False
3683,False
3684,True
3685,True
3686,False
3687,False
3688,True
3689,True
3690,True
3691,True
3692,True
3693,False
3694,True
3695,False
3696,False
3697,True
3698,True
3699,False
3700,False
3701,True
3702,False
3703,False
3704,True
3705,False
3706,True
3707,True
3708,True
3709,True
3710,False
3711,False
3712,True
3713,False
3714,False
3715,True
3716,True
3717,False
3718,True
3719,True
3720,False
3721,True
3722,False
3723,False
3724,True
3725,False
3726,False
3727,True
3728,True
3729,True
3730,True
3731,True
3732,True
3733,False
3734,True
3736,False
3737,False
3738,False
3739,False
3740,False
3741,True
3742,False
3743,True
3744,True
3745,False
3746,False
3747,True
3748,False
3749,False
3750,True
3751,False
3752,False
3753,False
3754,True
3755,True
3756,False
3757,True
3758,False
3759,False
3760,True
3761,False
3762,False
3763,True
3764,True
3765,False
3766,True
3767,False
3768,False
3769,False
3770,True
3771,False
3772,True
3773,False
3774,False
3775,False
3776,True
3777,True
3778,True
3779,False
3780,True
3781,False
3782,True
3783,False
3784,False
3785,True
3786,True
3787,False
3788,False
3789,True
3790,False
3791,True
3792,False
3793,False
3794,True
3795,False
3796,True
3797,True
3798,True
3799,True
3800,False
3801,False
3802,True
3803,False
3804,True
3805,True
3806,False
3807,True
3808,False
3809,True
3810,False
3811,True
3812,True
3813,True
3814,True
3815,True
3816,False
3817,True
3818,False
3819,False
3820,True
3821,False
3822,True
3823,False
3824,True
3825,True
3826,False
3827,True
3828,True
3829,True
3830,True
3831,True
3832,True
3833,False
3834,True
3835,True
3836,True
3837,False
3838,True
3839,False
3840,False
3841,True
3842,True
3843,True
3844,True
3845,False
3846,False
3847,False
3848,True
3849,False
3850,True
3851,False
3852,False
3853,False
3854,True
3855,True
3856,False
3857,True
3858,False
3859,False
3860,True
3861,False
3862,False
3863,False
3864,True
3865,True
3867,False
3868,True
3869,True
3870,True
3871,False
3872,True
3873,True
3874,False
3875,True
3876,False
3877,False
3878,False
3879,True
3880,True
3881,True
3882,True
3883,False
3884,False
3885,True
3886,True
3887,False
3888,False
3889,True
3890,True
3891,False
3892,True
3893,False
3894,False
3895,True
3896,False
3897,False
3898,True
3899,False
3900,False
3901,True
3902,False
3903,True
3904,True
3905,False
3906,False
3907,False
3908,False
3909,True
3910,True
3911,False
3912,True
3913,True
3914,False
3915,True
3916,True
3917,True
3918,True
3919,False
3920,False
3921,False
3922,True
3923,False
3924,True
3925,False
3926,False
3927,True
3928,False
3929,False
3930,True
3931,True
3932,True
3933,True
3934,False
3935,True
3936,False
3937,True
3938,False
3939,False
3940,True
3941,True
3942,False
3943,False
3944,True
3945,True
3946,True
3947,False
3948,True
3949,True
3950,False
3951,True
3952,False
3953,False
3954,False
3955,True
3956,True
3957,False
3958,True
3959,True
3960,True
3961,False
3962,True
3963,True
3964,True
3965,True
3966,True
3967,False
3968,True
3969,False
3970,True
3971,True
3972,True
3973,True
3975,False
3976,False
3977,True
3978,False
3979,False
3980,True
3981,False
3982,False
3983,True
3984,True
3985,True
3986,True
3987,False
3988,True
3989,False
3990,True
3991,True
3992,True
3993,True
3994,True
3995,False
3996,True
3997,True
3999,True
4000,True
4001,False
4002,True
4003,False
4004,True
4005,False
4006,False
4007,True
4008,True
4009,True
4010,False
4011,True
4012,False
4013,False
4014,True
4015,False
4016,False
4017,True
4018,False
4019,True
4020,False
4022,True
4023,False
4024,True
4025,True
4026,False
4027,False
4028,True
4029,False
4030,True
4031,False
4032,True
4033,True
4034,True
4035,True
4036,True
4037,True
4038,False
4039,False
4040,False
4041,True
4042,False
4043,True
4044,False
4045,False
4046,True
4047,True
4048,False
4049,True
4050,True
4051,False
4052,False
4053,False
4054,False
4055,False
4056,True
4057,False
4058,True
4059,False
4060,True
4061,True
4062,False
4063,False
4064,False
4065,False
4066,True
4067,False
4068,True
4069,True
4070,True
